Rank,Title,Year,Predicted_Rating,Recommendation_Score,Keywords_From_CSV,Female_Critiques_From_CSV,Hours_Themes_Alignment_From_CSV,Awards_From_CSV,Narrative_Type_From_CSV,Director,Rated,Content_Warnings,Released,Runtime,Runtime_mins,Genre,Primary_Genre,Secondary_Genre,IMDb_Rating,imdbRating,imdbVotes,Metascore,Has_Oscar,Award_Count,Awards,Writer,Actors,Plot,Language,Country,imdbID,Type,DVD,BoxOffice,Production,Mood_Tags,Pacing,Style_Tags,Themes,Lead_Gender,Narrative_Structure,Ending_Type,Character_Arcs,Is_Adaptation,Budget_Level,Special_Effects,Filming_Location_Diversity,Has_LGBT,Has_Cinematography,Has_Screenplay,Has_Plot_Twist,Genre_Count,Is_Drama,Is_Comedy,Is_Crime,Is_History,Is_Romance,Is_Action,Is_Adventure,Is_Sci_Fi
11,Bread and Salt,2022,8.405,0.636,"Small Town, Pianist Brothers, Economic Anxiety, Violence",N/A (Primarily male-centric narrative),Limited Alignment: Focuses on male frustration and violence. Not centered on female interiority.,Berlin (Silver Bear),Male,Damian Kocur,N/A,N/A,27 Jan 2023,100 min,100.0,Drama,Drama,Unknown,6.8,6.8,563,0.0,0.0,2.0,15 wins & 20 nominations,"Damian Kocur, Marta Konarzewska","Tymoteusz Bies, Jacek Bies, Bartosz Olewinski","When the student of Warsaw Academy of Music returns to his hometown for summer holidays, he gets involved in the conflict between the local youths and a group of foreigners.",Polish,Poland,tt15062756,movie,N/A,N/A,N/A,emotional,medium,intimate,general,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Cairo 678,2010,8.181,0.637,"Sexual Harassment, Cairo, Justice, Solidarity, Class","A bold, feminist film directly confronting misogyny in public spaces.","Complex Female Narrative: Follows three women from different social classes who are united by the shared experience of sexual harassment. It's about them authoring their own resistance and reclaiming power. Anguish: The film is fueled by the daily, grinding anguish of misogyny and the trauma of assault. Artistic Expression: A bold, direct, and emotionally charged social drama that gives voice to a collective female experience.",Dubai Film Festival,Female (Three women fighting sexual harassment),Mohamed Diab,N/A,N/A,22 Dec 2010,100 min,100.0,Drama,Drama,Unknown,7.4,7.4,4854,0.0,0.0,2.0,9 wins & 5 nominations,Mohamed Diab,"Nilli Karim, Bushra, Maged El-Kidwani",Unfolds the poignant story of three women and their search for justice from the daily plight of sexual harassment in Egypt.,Arabic,Egypt,tt1764141,movie,N/A,N/A,N/A,emotional,medium,intimate,justice,unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Children of Nature,1991,7.806,0.614,"Elderly, Nursing Home Escape, Icelandic Landscape",The female co-lead is crucial but the journey is initiated by the man.,"Limited Alignment: A poignant film about aging and freedom, but not a deeply complex exploration of female interiority in the way The Hours achieves.",Oscar Nominee,Balanced,Friðrik Þór Friðriksson,N/A,N/A,01 Aug 1991,82 min,82.0,"Drama, Romance",Drama,Romance,7.2,7.2,1631,0.0,1.0,2.0,Nominated for 1 Oscar. 5 wins & 2 nominations total,"Friðrik Þór Friðriksson, Einar Guðmundsson","Gísli Halldórsson, Sigríður Hagalín, Baldvin Halldórsson","Old Thorgeir must leave his home far off in the Icelandic 'countryside' and move into a home for senior citizens in Reykjavik. There he meets an old friend from his childhood, Stella. Thorgeir soon becomes unhappy living there and together with Stella he steals a jeep. Together they leave the city for Stella's old home in northwestern Iceland. A drama who asks us: how important is it to have a long life if you have to leave everything that has a meaning for you?","Icelandic, English","Iceland, Norway, Germany",tt0101526,movie,N/A,N/A,N/A,"emotional, thoughtful",fast,intimate,"friendship, family",male,linear,neutral,minimal,original,low,minimal,high,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14,Chilla,2014,8.103,0.609,,,,,,Saodat Ismailova,N/A,N/A,20 May 2014,88 min,88.0,Drama,Drama,Unknown,6.2,6.2,58,0.0,0.0,2.0,1 win & 5 nominations,"Saodat Ismailova, Ulugbek Sadykov","Barohad Shukurova, Saodat Rahminova, Rushana Sadikova","40 Days of Silence is the story of four women in Central Asia in key moments of their lives, discovered through their different ages. It is a trip into an unconscious and intimate female world; it is an attempt to portray broken identities and women who confront their own will to choose and decide.",Uzbek,"Netherlands, Uzbekistan, Germany, France",tt1546379,movie,N/A,N/A,N/A,emotional,fast,intimate,general,female,linear,neutral,minimal,original,low,minimal,high,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Clara Sola,2021,8.392,0.634,"Sexual Awakening, Mystical, Repression, Rural Costa Rica",A powerful portrait of a woman's bodily and spiritual liberation.,"High Alignment: A stunning, sensual film about a woman's repressed sexuality and anguish, claiming authorship over her own body and mystical gifts.",Cannes (Directors' Fortnight),Female,Nathalie Álvarez Mesén,N/A,N/A,26 Nov 2021,106 min,106.0,"Drama, Fantasy",Drama,Fantasy,6.7,6.7,1774,77.0,0.0,2.0,20 wins & 24 nominations total,"Maria Camila Arias, Nathalie Álvarez Mesén","Wendy Chinchilla Araya, Ana Julia Porras Espinoza, Daniel Castañeda Rincón","In a remote village in Costa Rica, Clara, a withdrawn 40-year-old woman, experiences a sexual and mystical awakening as she begins a journey to free herself from the repressive religious and social conventions which have dominated her life",Spanish,"Sweden, Costa Rica, Belgium, Germany, France, United States",tt12637442,movie,N/A,"$12,076",N/A,emotional,medium,"surreal, intimate",general,female,linear,neutral,minimal,original,low,CGI_heavy,high,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Cocote,2017,8.119,0.614,"Magical Realism, Mourning, Religion, Class Conflict",N/A (Primarily male-centric narrative),Limited Alignment: An experimental film centered on a male protagonist's return home for his father's funeral.,Locarno (Best Director),Male,Nelson Carlo de Los Santos Arias,TV-14,TV-14,01 Feb 2018,106 min,106.0,Drama,Drama,Unknown,6.4,6.4,385,70.0,0.0,2.0,7 wins & 22 nominations,Nelson Carlo de Los Santos Arias,"Vicente Santos, Jose Cruz, Yuberbi de la Rosa","Cocote is the story of Alberto, a garden worker who returns to his native town to attend the funeral of his father, murdered by a police. He finds himself attending religious services against his will. The story takes viewers to experience AfroAntillean spirituality and Dominican religious syncretism, bringing about reflects of intrinsic aspects of Dominican culture. In the film, the starring roles are by: Vicente Santos, Judith Rodríguez, Yuberbi de la Rosa, Pepe Sierra, José Miguel Fernández, Ricardo Ariel Toribio, Isabel Spencer and Enerolisa Núñez (Salve singer).",Spanish,"Argentina, Germany, Qatar, Dominican Republic",tt5708028,movie,N/A,"$3,815",N/A,"emotional, dark",medium,intimate,general,male,linear,neutral,minimal,original,low,minimal,high,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Corn Island,2014,8.179,0.639,,,,,,George Ovashvili,N/A,N/A,17 Sep 2014,100 min,100.0,"Drama, War",Drama,War,7.5,7.5,4723,0.0,0.0,2.0,23 wins & 12 nominations,"Roelof Jan Minneboo, George Ovashvili, Nugzar Shataidze","Ilyas Salman, Mariam Buturishvili, Irakli Samushia","Swollen up by the spring inundation, the river falls down on the lowlands and before eventually throwing rocks and silts in the sea, gathers them here and there in the middle of the river. In several days, even sometimes overnight, in these shoals rather large islands are created. Soil of such an island is rich and fertile. An old man and his young granddaughter decide to grow corn on this island. But soldiers pass by.","Georgian, Abkhazian, Russian","Georgia, Germany, France, Czech Republic, Kazakhstan, Hungary",tt1863192,movie,N/A,N/A,N/A,emotional,medium,"epic, intimate",general,male,linear,neutral,growth,original,low,minimal,high,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Daughters of the Dust,1991,7.841,0.628,"Gullah Geechee, Matriarchy, Migration, Memory, 1902","A landmark of Black feminist cinema, centered on matriarchal wisdom.","High Alignment: A poetic, non-linear narrative about multiple generations of women on the brink of change. It is the ultimate film of female ancestry, memory, and authorship.","Sundance, NFPA Registry",Female,Julie Dash,TV-PG,TV-PG,27 Dec 1991,113 min,113.0,"Drama, History, Romance",Drama,History,6.6,6.6,3463,81.0,0.0,2.0,4 wins & 2 nominations,Julie Dash,"Cora Lee Day, Alva Rogers, Barbara O",Languid look at the Gullah culture of the sea islands off the coast of South Carolina and Georgia where African folk-ways were maintained well into the 20th Century and was one of the last bastions of these mores in America. Set in 1902.,"English, French","United States, Germany",tt0104057,movie,N/A,"$1,683,422",N/A,emotional,medium,intimate,general,unknown,linear,neutral,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
19,Destiny,1997,7.776,0.637,"Historical Epic, Philosopher, Faith vs. Reason, Al-Andalus",N/A (Primarily male-centric epic),Limited Alignment: A large-scale historical film centered on male philosophers and rulers.,Cannes (50th Anniversary),Male,Youssef Chahine,N/A,N/A,16 Oct 1998,135 min,135.0,"Comedy, Drama, History",Comedy,Drama,7.2,7.2,3263,0.0,0.0,2.0,2 wins & 1 nomination,"Youssef Chahine, Khaled Youssef","Nour El-Sherif, Layla Olwi, Mahmoud Hemida","The story is set in the 12th century in Arab-ruled Spanish province Andalusia, where famed philosopher Averroes is appointed grand judge by the caliph and his liberal court judgments are not liked by everyone. The caliph's political rivals, centered around the leader of a fanatical Islamic sect, force the caliph to send Averroes into exile, but his ideas keep on living thanks to his students.","Arabic, French","France, Egypt",tt0119629,movie,N/A,N/A,N/A,"funny, emotional",slow,intimate,justice,male,linear,neutral,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
20,Difret,2014,7.969,0.616,"Telelaw, Child Marriage, Based on True Story, Courtroom",Focuses on a female lawyer fighting for a girl's life.,Complex Female Narrative: Tells a dual female story: a young girl who fights back against abduction and the lawyer who authors a new legal precedent for her. A narrative of female solidarity and courage.,Sundance (Audience Award),Female,Zeresenay Mehari,Unrated,Unrated,23 Oct 2015,99 min,99.0,"Biography, Crime, Drama",Biography,Crime,6.9,6.9,1390,61.0,0.0,2.0,8 wins & 14 nominations,Zeresenay Mehari,"Meron Getnet, Tizita Hagere, Abel Abebe","Three hours outside of Addis Ababa, a bright 14-year-old girl is on her way home from school when men on horses swoop in and kidnap her. The brave Hirut grabs a rifle and tries to escape, but ends up shooting her would-be husband. In her village, the practice of abduction into marriage is common and one of Ethiopia's oldest traditions. Meaza Ashenafi, an empowered and tenacious young lawyer, arrives from the city to represent Hirut and argue that she acted in self-defense. Meaza boldly embarks on a collision course between enforcing civil authority and abiding by customary law, risking the continuing work of her women's legal-aid practice to save Hirut's life.",Amharic,"Ethiopia, United States",tt2611390,movie,N/A,"$49,667",N/A,"emotional, dark",medium,intimate,justice,female,linear,neutral,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,Dôlè,2000,7.572,0.589,"Street Kids, Poverty, Dreams, Gang Violence",N/A (Primarily male-centric narrative),Limited Alignment: A neorealist-style film focused on a group of young boys.,Cannes (Official Selection),Male,Imunga Ivanga,N/A,N/A,10 Jan 2001,79 min,79.0,"Crime, Drama",Crime,Drama,6.5,6.5,79,0.0,0.0,1.0,3 wins,Imunga Ivanga,"David N'Guema-N'Koghe, Emile Mepango, Roland Nkeyi","Mougler and his friends slip into a life of petty crime in Libreville, Gabon. When they take their chances in robbing a lottery kiosk, things turn from lighthearted to tragic.",French,"Gabon, France",tt0270318,movie,N/A,N/A,N/A,"emotional, dark",fast,intimate,"love, friendship",male,linear,neutral,tragedy,original,low,minimal,medium,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22,Embrace of the Serpent,2015,8.33,0.652,"Amazon, Colonialism, Shamanism, Nature, Journey",Indigenous women are background figures in a male-centric spiritual journey.,,Oscar Nominee (Int'l Film),Male (Two timelines with male explorers/shaman),Ciro Guerra,Not Rated,Not Rated,25 May 2015,125 min,125.0,"Adventure, Biography, Drama",Adventure,Biography,7.8,7.8,25201,82.0,1.0,2.0,Nominated for 1 Oscar. 46 wins & 32 nominations total,"Cristina Gallego, Ciro Guerra, Theodor Koch-Grünberg","Nilbio Torres, Jan Bijvoet, Antonio Bolívar","The story of the relationship between Karamakate, an Amazonian shaman and last survivor of his people, and two scientists who work together over the course of forty years to search the Amazon for a sacred healing plant.","Spanish, Portuguese, Aboriginal, German, Catalan, Latin, English","Colombia, Mexico, Venezuela, Argentina, Spain, Netherlands",tt4285496,movie,N/A,"$1,329,249",N/A,"emotional, exciting",slow,intimate,love,male,linear,neutral,minimal,original,low,minimal,high,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23,Everybody Changes,2019,8.027,0.613,"Family, Trans Child, Father's Journey, Acceptance",N/A (Centers on a father's perspective),"Limited Alignment: While about a trans child, the narrative lens is the father's emotional journey.",,Male,Arturo Montenegro,N/A,N/A,15 Aug 2019,93 min,93.0,Drama,Drama,Unknown,6.6,6.6,67,0.0,0.0,2.0,44 wins & 7 nominations,"Henry Corcuera, Arturo Montenegro","Arantxa de Juan, Gaby Gnazzo, Jassiel","The Ponce family is the perfect family that lives in the quiet mountain town of Bambito, Panama. Federico is a successful father. Carol is the loving mother of three wonderful children. Despite perfect appearances, Federico and Carol share a secret: when they have a date night, they are accompanied by Lizzie - a fun and confident woman who is actually Federico dressed up as a woman. What perhaps began as a fun game, soon becomes Federico's struggle to keep his family together and save his own life when he chooses to undergo gender reassignment surgery in Thailand.",Spanish,Panama,tt10523404,movie,N/A,N/A,N/A,"emotional, uplifting",medium,intimate,family,male,linear,happy,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Exiled,2016,8.001,0.634,"Political Asylum, Trauma, Germany, Past Secrets",N/A (Primarily male-centric narrative),Limited Alignment: A psychological drama about a male Chechen war refugee.,,Male,Davis Simanis Jr.,N/A,N/A,21 Jan 2016,100 min,100.0,"Drama, History, War",Drama,History,6.5,6.5,286,0.0,0.0,2.0,3 wins & 11 nominations,"Tabita Rudzate, Davis Simanis Jr.","Ulrich Matthes, Agnese Budovska, Tom J. Benedict",The final year of WWI. A German army surgeon Ulrich is sent to inspect a remote convalescent home for shell-shocked patients. The strange world he encounters in which reality appears more like fiction is quite challenging for his cold rational mind. His fruitless efforts to remodel the place and an unexpected attachment to a mysterious savage boy from the surrounding woods lead Ulrich to discover his one true self. Very soon this turned-out sanctuary will have to make its last stand against the approaching madness of the war.,"Latvian, German","Latvia, Lithuania",tt4261942,movie,N/A,N/A,N/A,emotional,medium,"epic, intimate",general,male,linear,neutral,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25,Fire,1996,7.887,0.616,"Lesbian Romance, Repressed Sisters-in-Law, Tradition","A landmark, controversial film about female sexuality and liberation.",Sexuality & Anguish: Directly explores repressed female sexuality and the anguish of marital confinement. The women's relationship is an act of authorship against patriarchal tradition.,"Toronto, Festival acclaim",Female,Deepa Mehta,PG-13,PG-13,22 Aug 1997,104 min,104.0,"Crime, Drama, Romance",Crime,Drama,7.1,7.1,6596,64.0,0.0,2.0,7 wins & 1 nomination total,Deepa Mehta,"Shabana Azmi, Nandita Das, Karishma Jhalani","In a barren, arranged marriage to an amateur swami who seeks enlightenment through celibacy, Radha's life takes an irresistible turn when her beautiful young sister-in-law seeks to free herself from the confines of her own loveless marriage.","English, Hindi","Canada, India",tt0116308,movie,N/A,"$402,749",N/A,"emotional, dark",medium,intimate,"justice, love",female,linear,neutral,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
